121.6973 23.9801 56.1900 2.57 c
121.4580 22.6465 103.8500 2.96 c
121.8823 24.2341 23.1700 2.38 c
121.9150 24.2126 23.7800 1.95 c
120.6706 23.1023 3.1100 1.15 c
120.6135 23.4098 9.3900 1.31 c
121.8993 24.2220 11.5300 2.76 c
121.6805 24.6385 9.8400 1.54 c
120.8976 23.8805 11.3700 1.31 c
121.3855 23.2448 38.0900 3.90 c
120.5751 23.4393 10.0700 1.52 c
121.8625 24.4011 11.8000 2.32 c
121.7628 24.1975 6.6400 1.97 c
121.3215 23.1756 21.3800 1.43 c
121.2735 24.3885 2.7600 1.51 c
120.9280 22.8095 9.3000 1.50 c
122.0715 24.5940 8.7400 2.06 c
120.9020 22.9543 7.4600 1.88 c
121.6728 23.2948 34.9300 2.11 c
121.0910 23.0028 9.7600 1.86 c
120.9490 24.2311 15.6500 2.27 c
120.9538 24.2475 15.2700 2.23 c
121.5833 23.5900 29.7400 2.66 c
120.8963 21.7731 16.8500 2.60 c
120.7620 24.2303 17.2100 1.96 c
122.1650 25.0670 12.0600 2.72 c
121.8270 24.1453 55.9800 2.57 c
121.5671 24.8486 71.5300 2.73 c
121.3418 23.1870 19.4200 3.04 c
121.7031 24.3315 9.5100 2.94 c
120.4198 23.2030 14.6300 1.66 c
121.3210 24.7011 8.6200 2.32 c
121.8305 24.4811 13.3100 2.16 c
121.8643 24.3891 13.2000 2.18 c
121.6693 24.2573 15.4500 2.06 c
120.6461 23.5960 9.6300 1.94 c
120.5091 23.2581 7.7600 1.10 c
121.1350 23.3025 11.6500 1.35 c
122.0211 24.2975 54.6600 3.11 c
121.6798 24.5566 5.6000 1.78 c
121.2901 22.9206 22.5600 3.24 c
121.7493 24.8656 80.5700 2.53 c
121.7891 24.4568 18.1300 1.75 c
121.3291 23.0118 37.7900 2.16 c
120.8305 23.6246 7.4700 1.08 c
121.6878 24.6000 5.6300 1.16 c
120.8490 24.3598 7.3100 2.27 c
120.3743 23.2625 11.3400 1.61 c
122.3900 24.6923 8.2300 2.93 c
122.0420 24.8488 18.7900 1.93 c
121.9496 24.4311 26.7000 1.80 c
121.9511 24.4528 11.0500 1.64 c
121.0630 22.8431 16.8000 2.48 c
122.4475 25.1065 139.8200 3.17 c
121.6965 24.1791 54.0300 2.62 c
120.6745 23.2015 9.0500 1.29 c
121.0560 23.0221 3.9800 1.37 c
121.4945 24.6065 9.5900 2.09 c
121.4908 24.6096 9.2400 1.58 c
121.4870 24.6083 7.7200 1.25 c
120.6331 23.5570 14.9300 1.47 c
121.6856 24.5678 8.1200 2.23 c
121.5268 24.5723 14.0400 1.55 c
121.6193 24.6745 46.8700 2.38 c
120.9973 24.1215 14.5500 1.75 c
122.3188 24.7546 81.8600 3.12 c
122.3380 24.7628 18.1900 2.48 c
120.7941 23.6561 1.5600 1.55 c
120.3945 23.3936 10.0600 2.43 c
120.5116 23.3435 12.6700 1.32 c
121.7958 24.5311 6.5700 1.49 c
120.9465 24.6428 13.3900 2.53 c
121.9455 24.4590 32.0200 2.11 c
121.9430 22.9665 8.6500 3.24 c
121.7731 24.2518 14.5100 2.55 c
120.8396 22.5646 6.4700 1.72 c
121.9808 24.8936 14.2900 1.75 c
121.8513 24.4100 10.1500 1.76 c
120.7301 22.5608 4.7400 1.55 c
122.0151 24.5993 11.5900 1.67 c
120.4650 21.9290 42.2500 2.68 c
122.3968 24.9360 116.7200 2.95 c
120.3996 23.4843 10.5300 2.39 c
121.0108 24.3688 7.9200 3.38 c
121.6886 24.5708 3.7000 1.15 c
121.2823 24.6540 25.8900 2.37 c
121.0405 24.3903 4.4200 2.00 c
122.4083 24.8648 6.7400 2.64 c
121.8296 24.4975 15.1100 1.37 c
121.5615 23.2615 43.5700 2.40 c
121.2873 24.3575 12.3900 1.87 c
121.2485 24.2490 11.1800 2.11 c
121.7186 24.4050 7.3200 1.75 c
120.6601 23.1003 6.7500 1.23 c
121.1838 24.8688 15.4800 2.09 c
120.7120 22.7770 21.0100 2.85 c
121.8740 24.3910 12.5100 1.59 c
120.6075 23.5445 14.7500 1.89 c
121.0273 21.4698 26.3300 2.76 c
121.8961 24.7855 14.1700 2.13 c
121.8918 24.7843 11.1400 2.11 c
121.8605 24.7791 9.3600 2.04 c
121.8560 24.7786 11.9400 2.63 c
121.8563 24.7783 11.9500 2.93 c
121.8780 24.7823 7.5600 1.94 c
121.8618 24.7825 9.9500 1.71 c
120.6946 23.5381 11.0000 1.59 c
